,return forecast,in sample performance
2007-08-01,0.00047912340609005245,-0.2154869451130834
2007-09-01,0.0006034885849909046,-0.18495976773939116
2007-10-01,0.0005516785587950867,-0.08772599028172615
2007-11-01,0.00047225282589242155,-0.13869438939397927
2007-12-01,0.0005086736405105571,-0.3391623899026477
2008-01-01,0.0004770898758250693,-0.704828422814638
2008-02-01,-0.0013141013865562321,-0.21392023298273122
2008-03-01,-0.0008729221386341837,-0.39944466207249774
2008-04-01,-0.0003209453786936388,-0.07710607717563153
2008-05-01,0.0003984568779593825,-0.17673051545639148
2008-06-01,-0.0003892943085508289,-0.31501012531746525
2008-07-01,0.00030245734065238624,-0.6302604486284605
2008-08-01,-0.0008609213404550774,0.0053601674799767796
2008-09-01,-0.0030808166272104824,-0.08069524594240897
2008-10-01,0.00030333825562870614,-0.039261846377812284
2008-11-01,-0.0027558639744248497,-0.28372993789645945
2008-12-01,-0.0026221979757865134,-0.42741151558528934
2009-01-01,-0.002676409209431924,-0.920150174056328
2009-02-01,-0.0023414184807398937,-0.10167378808190783
2009-03-01,-0.0019999419054724074,-0.08791063957978702
2009-04-01,0.0001502212309707934,-0.06096058299985986
2009-05-01,-0.000349292831313187,-0.38897309311414285
2009-06-01,0.00022762615452631831,-0.3791608064958183
2009-07-01,0.0015389463042542405,-0.8722676350347655
2009-08-01,0.00011406376991114197,-0.9319740742022128
2009-09-01,0.00013525023881770965,-0.6837163563845179
2009-10-01,0.0012280402657073076,-0.09486041901902895
2009-11-01,0.0016289182398891802,-0.42811994027956324
2009-12-01,0.0011681536560215248,-0.5112037528971715
2010-01-01,0.0011852459303034817,-1.0002643318047586
2010-02-01,0.00011440693588086012,-0.977371675319555
2010-03-01,0.0001711337795198875,-0.730552669059748
2010-04-01,0.001254147441317342,-0.19137355529944228
2010-05-01,0.00157098749095411,-0.4681416077852758
2010-06-01,0.0003638525807402315,-0.5242567526748843
2010-07-01,0.00022362536477585617,-1.1725056486311607
2010-08-01,6.383887618710446e-05,-1.001575220742576
2010-09-01,0.00012498043145624593,-0.7602702781735876
2010-10-01,0.0004493203093825243,-0.24958021181916373
2010-11-01,0.0001519191090580591,-0.38800969717998635
2010-12-01,0.0010708939023692545,-0.2819971820650542
2011-01-01,0.00031680927137488316,-0.2736214226082434
2011-02-01,0.00021420459378503957,-1.3082336414554412
2011-03-01,0.0002035816627683498,-0.9691387584692772
2011-04-01,0.00015044543781734317,-0.36256820155065955
2011-05-01,0.0006485291581698515,-0.45442819417833313
2011-06-01,0.00027719663445237644,-0.24850869195352918
2011-07-01,0.0005093745818356531,-0.2762933498393801
2011-08-01,0.00014510563452428205,-1.4308846423497452
2011-09-01,6.984509576307414e-05,-1.1387994688213199
2011-10-01,0.0006336137108843847,-0.3901247906477304
2011-11-01,0.00019172190586946365,-0.42666302091754393
2011-12-01,0.0003803847811710712,-0.27762098303831195
2012-01-01,0.00037652074954126606,-0.22594643626441113
2012-02-01,0.00018796249980299943,-1.5232160099817875
2012-03-01,0.00022364459543476373,-1.0194356268740212
2012-04-01,0.0005291474311321819,-0.34548235009724754
2012-05-01,0.00020220803005483302,-0.4002911256254427
2012-06-01,0.00021380415644304016,-0.2783614860193878
2012-07-01,0.00019728508750873345,-0.22189025905433876
2012-08-01,0.00017878295252117275,-1.6413800248557555
2012-09-01,0.0006530964817568581,-1.0035884671128759
2012-10-01,0.0003630755050292159,-0.3642580029887047
2012-11-01,0.0003401327256374241,-0.2937599939743987
2012-12-01,0.0003588289382848933,-0.2544624878302875
2013-01-01,0.0002794534679079708,-0.17622939823455674
2013-02-01,0.0003138242653050622,-1.4408571548337674
2013-03-01,0.0008561380629872263,-1.0260259183043319
2013-04-01,0.0004512555006838245,-0.4034478022106213
2013-05-01,0.00047830423690551916,-0.4212365685376639
2013-06-01,0.0003999024727453515,-0.27868302585276616
2013-07-01,0.0004328908391270619,-0.1389577317156656
2013-08-01,0.00039693686709551407,-0.4253465096483461
2013-09-01,0.0004899380614621522,-0.43124703503553474
2013-10-01,0.0006351749847700267,-0.1952744602134177
2013-11-01,0.0007134897554482964,-0.18415509522547752
2013-12-01,0.0007193773003510705,-0.17134758340811096
2014-01-01,0.0007574481009285238,-0.11190324413296832
2014-02-01,0.0006813730438707496,-0.42157162522601127
2014-03-01,0.0006470196462963705,-0.37847164948562273
2014-04-01,0.0007591623718701224,-0.14147023791458646
2014-05-01,0.0007275154027378861,-0.14201886909156827
2014-06-01,0.0007425095615797797,-0.12591387737375037
2014-07-01,0.0006769146724662256,-0.08086881010009088
2014-08-01,0.0006786216275694862,-0.4275879464016603
2014-09-01,0.0006388655481064054,-0.3817227148889881
2014-10-01,0.0006703077200847783,-0.15254329526654112
2014-11-01,0.00099512607526613,-0.16223457743313316
2014-12-01,0.0006280039094208043,-0.08570549850961717
2015-01-01,0.0006366588554828404,-0.058566629410430227
2015-02-01,0.0006569815178362252,-0.21127234506122236
2015-03-01,0.000602233661258253,-0.35404418521156333
2015-04-01,0.0008844772869852644,-0.18422546969648518
2015-05-01,0.000906828626778503,-0.16666459356555013
2015-06-01,0.0006980316810694146,-0.09182986002617521
2015-07-01,0.0006599883913288782,-0.03415798139778933
2015-08-01,0.0006453529839078566,-0.10592363995727061
2015-09-01,0.0005590473704409485,-0.2587496932004204
2015-10-01,0.0005910421449668833,-0.10687139862365398
2015-11-01,0.0005946172871938694,-0.11911844810959188
2015-12-01,0.0005324465595501952,-0.12196440159459646
2016-01-01,0.00046996128160016183,-0.09845505047239782
2016-02-01,0.00044028463421665065,-0.14024838098411357
2016-03-01,0.000489977680608338,-0.11304964359103431
2016-04-01,0.0004688685727696323,-0.20808699537007205
2016-05-01,0.0004917159880987995,-0.33301409247188796
2016-06-01,0.0005066830151855781,-0.12543441778065945
2016-07-01,0.0005532827713006067,-0.11098958447595675
2016-08-01,0.0005882986049617223,-0.15631359011340687
2016-09-01,0.000682466218002888,-0.1596114130314817
2016-10-01,0.00037741761121901606,-0.10538256527682432
2016-11-01,0.0005733496556536119,-0.15126488071058034
2016-12-01,0.000580944817930328,-0.09718395954533643
2017-01-01,0.0005576903097583218,-0.102718380801154
2017-02-01,0.0005573517005688893,-0.16778600105117
2017-03-01,0.0005334489799385759,-0.10322642840007223
2017-04-01,0.0005468796813284633,-0.11759211731167488
2017-05-01,0.0006039157601937676,-0.08976158203585446
2017-06-01,0.000575205362755844,-0.08971491186000954
2017-07-01,0.0005819808701267675,-0.10686462369967226
2017-08-01,0.0005662325026919747,-0.19406852386657042
2017-09-01,0.0005624482929451321,-0.11806948077141836
2017-10-01,0.00059575211081251,-0.14683621220327117
2017-11-01,0.0006126618000826549,-0.13960496889491017
2017-12-01,0.0006144853658937678,-0.16991520185472078
2018-01-01,0.0006187996292080721,-0.1775167961891717
2018-02-01,0.0005748704989381875,-0.19333288938423862
2018-03-01,0.0005260437229192085,-0.1279874848253859
2018-04-01,0.0005144445119219595,-0.1634225472296605
2018-05-01,0.0005145201227474556,-0.15509524015778775
2018-06-01,0.0005317862369068497,-0.1768399834979956
2018-07-01,0.0005212480631121475,-0.225537845674485
2018-08-01,0.0005674832615803559,-0.19347534309838568
2018-09-01,0.0005454553078750572,-0.16203589335593924
2018-10-01,0.0004627204801960867,-0.19243887240344054
2018-11-01,0.0004541802692374344,-0.19204001622813294
2018-12-01,0.00035528547121804993,-0.24314737517625157
2019-01-01,0.00044469300225630145,-0.2395368523670666
2019-02-01,0.0004331645164994114,-0.19553382791083548
2019-03-01,0.00044145980445985117,-0.20864779790142468
2019-04-01,0.0004662979521607207,-0.22942428885588956
2019-05-01,0.0003996077402517003,-0.2170943018435241
2019-06-01,0.0004394888766706785,-0.30128405932004176
2019-07-01,0.0004614457698749013,-0.29782532832947867
2019-08-01,0.0004193605628835965,-0.16996405157782193
2019-09-01,0.0004464165117089311,-0.17196246903162074
2019-10-01,0.00044431819175475934,-0.2794989664548336
2019-11-01,0.000450308761473225,-0.3362435897220756
