time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/reward,train/explained_variance,train/std,train/learning_rate,train/n_updates,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/loss
887,2048,1,2,-0.39894804,,,,,,,,,,,
830,4096,2,4,0.33779344,-0.0008661746978759766,0.995627760887146,0.00025,10,0.014266636,165.8285280227661,0.2,0.183251953125,-2.836314782500267,-0.021084399115352426,65.01827239990234
825,6144,3,7,-1.2412148,0.03400391340255737,0.9933698177337646,0.00025,20,0.009129958,388.80219707489016,0.2,0.105029296875,-2.825899747014046,-0.00972859268222237,164.28939819335938
822,8192,4,9,0.8537077,0.020831286907196045,0.9907134175300598,0.00025,30,0.008910166,694.5588176727294,0.2,0.09306640625,-2.8223729521036147,-0.010917170718312264,340.1597595214844
818,10240,5,12,7.9840302,0.012324035167694092,0.9843661785125732,0.00025,40,0.0052009895,1047.8433856964111,0.2,0.02666015625,-2.8122158840298654,-0.0038804268566309474,508.6631164550781
818,12288,6,15,3.0126438,0.007903337478637695,0.984253466129303,0.00025,50,0.0039192517,808.1659332275391,0.2,0.03095703125,-2.805011074244976,-0.003666095083463006,361.21612548828125
815,14336,7,17,5.5281596,0.005101501941680908,0.9791082143783569,0.00025,60,0.0040458213,1006.8765861511231,0.2,0.022216796875,-2.7998437389731405,-0.003033465993939899,470.6427307128906
812,16384,8,20,2.9721794,0.005480527877807617,0.9742287993431091,0.00025,70,0.0062646302,970.4148097991944,0.2,0.0515625,-2.78908252120018,-0.005252568854484707,471.0022888183594
812,18432,9,22,10.251704,0.003428518772125244,0.966414213180542,0.00025,80,0.0048281145,1052.6159317016602,0.2,0.01455078125,-2.776313325762749,-0.0027556665037991477,465.3059997558594
810,20480,10,25,0.04781434,0.0018636584281921387,0.9612895250320435,0.00025,90,0.003957892,1001.3452495574951,0.2,0.015283203125,-2.762193939089775,-0.001178116735536605,472.1104431152344
809,22528,11,27,20.85775,0.0017496347427368164,0.9627752304077148,0.00025,100,0.0051321895,979.3176246643067,0.2,0.02734375,-2.7569080352783204,-0.0031539491828880273,471.3360900878906
808,24576,12,30,2.6490386,0.001574099063873291,0.9636207222938538,0.00025,110,0.0025788085,945.5049491882324,0.2,0.00615234375,-2.7599319934844972,-0.0015194347390206531,439.04986572265625
808,26624,13,32,0.76943266,0.0016311407089233398,0.968967080116272,0.00025,120,0.0041352455,940.2539863586426,0.2,0.0263671875,-2.7657718807458878,-0.0028512219301774166,482.2637939453125
807,28672,14,35,-1.464864,0.0008698105812072754,0.9669628143310547,0.00025,130,0.0019640592,985.5033897399902,0.2,0.0138671875,-2.769879165291786,-0.0010845571610843762,505.587158203125
805,30720,15,38,0.69523054,0.0008915066719055176,0.9643228054046631,0.00025,140,0.008022977,854.2698574066162,0.2,0.086181640625,-2.764823940396309,-0.008090741035994142,386.93450927734375
805,32768,16,40,6.5079317,0.0007978081703186035,0.9713932275772095,0.00025,150,0.0058837766,853.361739730835,0.2,0.050244140625,-2.7682884842157365,-0.003175500592624303,421.70501708984375
805,34816,17,43,3.123923,0.0005015730857849121,0.9759429693222046,0.00025,160,0.00342577,850.7215328216553,0.2,0.015673828125,-2.7819537952542306,-0.00111099688365357,387.1012268066406
804,36864,18,45,4.929332,0.0003795623779296875,0.9774101972579956,0.00025,170,0.0038903481,745.8282665252685,0.2,0.018603515625,-2.787383833527565,-0.002379656472476199,362.8980712890625
804,38912,19,48,3.8489196,0.0004456043243408203,0.9836024641990662,0.00025,180,0.0018026573,811.4968559265137,0.2,0.007421875,-2.794068142771721,-0.0014356128303916194,382.8418273925781
804,40960,20,50,13.058369,0.00038373470306396484,0.9853413105010986,0.00025,190,0.00466475,815.7801910400391,0.2,0.035107421875,-2.801270791888237,-0.0008441396785201505,389.392822265625
803,43008,21,53,0.039448604,0.0002911686897277832,0.9861524105072021,0.00025,200,0.0063410006,736.101675415039,0.2,0.024365234375,-2.802684724330902,-0.0012493274407461286,371.1238098144531
803,45056,22,56,23.073885,0.00018846988677978516,0.9808248281478882,0.00025,210,0.0037583609,756.390124130249,0.2,0.017138671875,-2.798299764096737,-0.0012338920845650137,332.6045227050781
803,47104,23,58,2.8090966,0.00014483928680419922,0.9745081663131714,0.00025,220,0.004695567,780.4607162475586,0.2,0.04130859375,-2.7868717849254607,-0.0028150830243248493,365.8358459472656
802,49152,24,61,0.65524536,9.500980377197266e-05,0.967284083366394,0.00025,230,0.004250357,671.6648654937744,0.2,0.046923828125,-2.7720219030976296,-0.0039684832896455195,298.12744140625
803,51200,25,63,-1.7020744,0.00011879205703735352,0.9641383290290833,0.00025,240,0.0044643325,782.6068634033203,0.2,0.03134765625,-2.7610032603144647,-0.0022270000743446873,370.00115966796875
803,53248,26,66,0.3800302,8.475780487060547e-05,0.9679200649261475,0.00025,250,0.003834324,716.1466697692871,0.2,0.040234375,-2.760887770354748,-0.0033068340591853483,305.0968322753906
802,55296,27,68,8.6847,7.867813110351562e-05,0.9644666314125061,0.00025,260,0.0040504048,721.2054718017578,0.2,0.020166015625,-2.7608893528580665,-0.0016554310568608344,306.6681213378906
802,57344,28,71,2.8532302,6.312131881713867e-05,0.963118851184845,0.00025,270,0.0047119176,709.3376502990723,0.2,0.02421875,-2.75499682277441,-0.0004998541247914545,356.8591003417969
802,59392,29,74,5.3454475,4.094839096069336e-05,0.9673910737037659,0.00025,280,0.0030010147,658.2967601776123,0.2,0.046484375,-2.7583708629012107,-0.0023763302582665347,317.3083801269531
802,61440,30,76,3.5754602,5.543231964111328e-05,0.9720133543014526,0.00025,290,0.004512408,641.7166921615601,0.2,0.025439453125,-2.7678103730082513,-0.00039916816167533397,293.9136657714844
802,63488,31,79,12.501128,2.7120113372802734e-05,0.9736124873161316,0.00025,300,0.002390259,628.6612735748291,0.2,0.014453125,-2.7723736107349395,-0.0007350499538006261,269.6097412109375
802,65536,32,81,0.044076256,4.3511390686035156e-05,0.9812410473823547,0.00025,310,0.004278889,657.0581914901734,0.2,0.035595703125,-2.7813651144504545,-0.0009399015631061048,281.8196716308594
802,67584,33,84,21.428131,2.3126602172851562e-05,0.9761594533920288,0.00025,320,0.006240919,657.6210117340088,0.2,0.03037109375,-2.7829140797257423,7.579370576422661e-05,282.9201965332031
802,69632,34,86,1.7214197,1.9252300262451172e-05,0.9794728755950928,0.00025,330,0.0049337707,665.5416606903076,0.2,0.035546875,-2.780200779438019,-0.0007639173330971971,276.5491027832031
802,71680,35,89,0.77800035,2.2113323211669922e-05,0.9936526417732239,0.00025,340,0.003219476,623.4930620193481,0.2,0.096630859375,-2.795925132930279,0.004356151614047121,290.5810852050781
802,73728,36,91,-1.4266593,1.7464160919189453e-05,1.0007370710372925,0.00025,350,0.00478663,650.9062900543213,0.2,0.03681640625,-2.819817212224007,-0.002895441133296117,326.81451416015625
801,75776,37,94,0.37608457,1.6748905181884766e-05,1.0070645809173584,0.00025,360,0.0041340613,644.6882133483887,0.2,0.110693359375,-2.8328302174806597,0.004540711233858019,394.6255798339844
801,77824,38,97,6.108969,1.2218952178955078e-05,1.0029584169387817,0.00025,370,0.0036029597,689.9738353729248,0.2,0.022265625,-2.834972453117371,-0.0018034837281447834,260.0382385253906
801,79872,39,99,3.2197912,7.987022399902344e-06,1.0018210411071777,0.00025,380,0.0044613816,723.3830459594726,0.2,0.016162109375,-2.8298550620675087,-0.0013040929043199867,354.4544982910156
801,81920,40,102,4.8337946,6.377696990966797e-06,0.9993034601211548,0.00025,390,0.004935816,705.3212425231934,0.2,0.086279296875,-2.8282376751303673,-0.002496810432057828,320.3970642089844
801,83968,41,104,7.1974277,9.238719940185547e-06,0.999026894569397,0.00025,400,0.005492479,726.5680494308472,0.2,0.076123046875,-2.822685144841671,-0.0009720373171148821,240.74119567871094
801,86016,42,107,11.829253,0.0003145933151245117,0.9985580444335938,0.00025,410,0.0022976878,759.8260494232178,0.2,0.026708984375,-2.8237094178795816,0.0006881403038278222,451.6289978027344
801,88064,43,109,0.2926264,0.0008326172828674316,1.0022590160369873,0.00025,420,0.0040442967,765.6482305526733,0.2,0.062255859375,-2.825764036178589,-0.0033187289984198285,473.2005310058594
801,90112,44,112,21.567085,0.0006144046783447266,1.0023140907287598,0.00025,430,0.0028445276,780.8264324188233,0.2,0.03466796875,-2.8308057129383086,-0.0014651637553470208,335.376953125
801,92160,45,115,1.7854455,0.0005595684051513672,1.0092599391937256,0.00025,440,0.0023399938,805.4027835845948,0.2,0.0451171875,-2.834752248227596,-0.00010042875655926763,321.728515625
801,94208,46,117,0.6651809,0.00035816431045532227,1.009577989578247,0.00025,450,0.007239947,783.170280456543,0.2,0.028564453125,-2.845233805477619,0.0004574115635477938,378.2528381347656
801,96256,47,120,-1.720728,0.00020354986190795898,1.0051419734954834,0.00025,460,0.0027805513,832.1274868011475,0.2,0.045703125,-2.840898907184601,0.0005971515070996247,444.0255126953125
801,98304,48,122,0.11908243,1.043081283569336e-05,1.0124320983886719,0.00025,470,0.0063637784,851.4387355804444,0.2,0.0240234375,-2.840022300183773,0.00020445332193048672,401.6709899902344
801,100352,49,125,8.514491,7.748603820800781e-06,1.0187311172485352,0.00025,480,0.0032433216,874.8192115783692,0.2,0.049169921875,-2.858215647935867,-0.0015464240947039797,480.55615234375
801,102400,50,127,3.0718784,1.239776611328125e-05,1.0187687873840332,0.00025,490,0.0077716773,847.6645256042481,0.2,0.053076171875,-2.8638758227229117,0.0005678293731762096,421.3956298828125
801,104448,51,130,5.044641,1.71661376953125e-05,1.0178043842315674,0.00025,500,0.008944484,868.2329845428467,0.2,0.071142578125,-2.862797200679779,-0.003243646626651753,316.7098083496094
801,106496,52,132,3.9357805,1.9431114196777344e-05,1.0190210342407227,0.00025,510,0.0045972713,886.1445362091065,0.2,0.027783203125,-2.8634625554084776,-0.00206408626108896,321.13616943359375
801,108544,53,135,10.610909,2.5391578674316406e-05,1.0196853876113892,0.00025,520,0.0048803687,889.7070377349853,0.2,0.0443359375,-2.862446613609791,-0.002813479211181402,259.3811340332031
799,110592,54,138,0.05490139,0.0003345608711242676,1.0271238088607788,0.00025,530,0.005516636,888.9569320678711,0.2,0.02001953125,-2.869664280116558,-0.0008533542044460773,417.4199523925781
799,112640,55,140,23.201416,0.00013822317123413086,1.0275826454162598,0.00025,540,0.0039532334,913.5981792449951,0.2,0.048388671875,-2.8786109000444413,-0.002216082438826561,341.4042053222656
799,114688,56,143,2.4563403,7.337331771850586e-05,1.0339686870574951,0.00025,550,0.009542236,931.0419845581055,0.2,0.06142578125,-2.8832455813884734,-0.002248194380081259,391.3268737792969
799,116736,57,145,0.7219981,0.0001614093780517578,1.0310715436935425,0.00025,560,0.0029058442,892.6370315551758,0.2,0.0193359375,-2.889172801375389,-0.0008727160267881118,408.72344970703125
799,118784,58,148,-1.6190522,0.0001627206802368164,1.0333685874938965,0.00025,570,0.006341717,897.1940883636474,0.2,0.048681640625,-2.886988054215908,-0.0033931685611605644,364.6222229003906
800,120832,59,151,0.5842069,0.0002097487449645996,1.034787893295288,0.00025,580,0.005570578,928.2362403869629,0.2,0.05986328125,-2.890793238580227,-0.002733997203176841,408.11529541015625
800,122880,60,153,5.551216,4.106760025024414e-05,1.0400995016098022,0.00025,590,0.0060861385,950.6476566314698,0.2,0.047607421875,-2.896487480401993,-0.0022376908076694236,721.48779296875
800,124928,61,156,2.881662,0.0001348257064819336,1.044823408126831,0.00025,600,0.003998762,909.1880949020385,0.2,0.04267578125,-2.9063495069742205,-0.0009337308496469632,496.5835876464844
800,126976,62,158,5.652939,5.310773849487305e-05,1.0439882278442383,0.00025,610,0.008394185,911.0430297851562,0.2,0.0443359375,-2.9072669342160227,-0.0023648303176742047,433.0739440917969
799,129024,63,161,2.6363695,0.000247955322265625,1.0433346033096313,0.00025,620,0.005200269,924.6993881225586,0.2,0.03955078125,-2.905892875790596,-0.001981166013865732,344.21417236328125
799,131072,64,163,13.456701,0.0005458593368530273,1.0438556671142578,0.00025,630,0.0040974542,960.8305843353271,0.2,0.028955078125,-2.906172999739647,-0.0007938412309158593,373.7751770019531
799,133120,65,166,0.04617131,0.0003744959831237793,1.0389530658721924,0.00025,640,0.00339005,963.7500480651855,0.2,0.02626953125,-2.9034430161118507,-0.0015700184128945693,330.09619140625
799,135168,66,169,20.771212,0.00026679039001464844,1.039340853691101,0.00025,650,0.0047486443,961.769820022583,0.2,0.059619140625,-2.8984536796808245,-0.003960876287601422,416.44512939453125
799,137216,67,171,2.3558729,0.0007607340812683105,1.037627100944519,0.00025,660,0.001788047,996.6199008941651,0.2,0.006005859375,-2.8957733914256094,-0.0012860982606071047,562.3710327148438
799,139264,68,174,0.72741354,0.002335488796234131,1.035168170928955,0.00025,670,0.0043367874,956.4248901367188,0.2,0.024462890625,-2.8913695186376573,-0.0006847877200925722,426.3070983886719
799,141312,69,176,-1.5386856,0.0022720694541931152,1.0384479761123657,0.00025,680,0.0033454066,952.7869667053222,0.2,0.004150390625,-2.892160342633724,-0.00025971962313633414,616.9957885742188
799,143360,70,179,0.8300525,0.0017790794372558594,1.0419448614120483,0.00025,690,0.0035757325,971.2883232116699,0.2,0.0115234375,-2.89920901209116,-0.0004995875802705996,545.7599487304688
798,145408,71,182,8.70428,0.002147674560546875,1.0443227291107178,0.00025,700,0.0050293687,987.7256652832032,0.2,0.03837890625,-2.9043233156204225,-0.00206074891902972,545.1838989257812
798,147456,72,184,3.1882687,0.0032236576080322266,1.0441008806228638,0.00025,710,0.004461764,968.6038955688476,0.2,0.01982421875,-2.906617687642574,-0.0014032416969712359,485.273681640625
798,149504,73,187,5.5114484,0.0024682283401489258,1.0474560260772705,0.00025,720,0.0012393723,972.1402648925781,0.2,0.017822265625,-2.909711316227913,0.00018691557343117893,407.5254211425781
798,151552,74,189,5.8764167,0.0026998519897460938,1.047226905822754,0.00025,730,0.0012748827,980.2634546279908,0.2,0.020556640625,-2.9136042043566706,-0.0009305472311098128,468.0093078613281
798,153600,75,192,11.586388,0.0020465850830078125,1.0488715171813965,0.00025,740,0.0031218454,1006.7276847839355,0.2,0.024462890625,-2.915676100552082,-0.0015355524068581873,373.6612243652344
798,155648,76,194,0.047576644,0.0036568045616149902,1.0511504411697388,0.00025,750,0.0036541289,971.282978439331,0.2,0.010302734375,-2.918512898683548,0.0001491155126132071,514.53076171875
798,157696,77,197,25.52067,0.0036257505416870117,1.055605173110962,0.00025,760,0.0038953493,993.8806571960449,0.2,0.02763671875,-2.924968831241131,-0.00041976423235610125,525.3749389648438
798,159744,78,199,2.3061914,0.0036416053771972656,1.0533353090286255,0.00025,770,0.0038595293,1021.4426601409912,0.2,0.01826171875,-2.9270714670419693,-0.0015022174324258231,594.0723876953125
799,161792,79,202,0.7336035,0.0020943880081176758,1.046604037284851,0.00025,780,0.004189565,965.3663501739502,0.2,0.03359375,-2.9173951610922813,-0.0029777575487969442,541.0249633789062
798,163840,80,205,-1.5606037,0.0038254261016845703,1.042301058769226,0.00025,790,0.00084176485,986.6113452911377,0.2,0.003662109375,-2.90856948196888,-4.8798388161230835e-05,474.73870849609375
798,165888,81,207,1.2829719,0.003984332084655762,1.0408942699432373,0.00025,800,0.004529209,981.294133758545,0.2,0.041845703125,-2.902773953974247,-0.003737885689770337,439.826904296875
799,167936,82,210,8.235715,0.004364728927612305,1.0418305397033691,0.00025,810,0.0024053506,997.4176605224609,0.2,0.0091796875,-2.9026950716972353,-0.0011556125202332624,392.5810546875
799,169984,83,212,3.228197,0.004754841327667236,1.0450491905212402,0.00025,820,0.0048527783,948.8771980285644,0.2,0.06162109375,-2.9066111743450165,-0.0031325288786320017,513.48583984375
799,172032,84,215,5.7899733,0.005626261234283447,1.0466598272323608,0.00025,830,0.0046093115,940.235319519043,0.2,0.03720703125,-2.910260412096977,-0.0038800236259703526,472.4639587402344
799,174080,85,217,5.9365807,0.005180954933166504,1.0494142770767212,0.00025,840,0.0042570983,971.047119140625,0.2,0.028955078125,-2.9134274527430533,-0.0003326884558191523,464.3943786621094
799,176128,86,220,13.468204,0.007126986980438232,1.057178020477295,0.00025,850,0.0040947106,991.4723026275635,0.2,0.016357421875,-2.926059827208519,-0.0011490321718156337,530.246826171875
799,178176,87,222,0.04349425,0.005600154399871826,1.063926339149475,0.00025,860,0.0013892172,973.1516735076905,0.2,0.02314453125,-2.939382092654705,-0.00020521616679616272,577.8899536132812
799,180224,88,225,23.430014,0.0068035125732421875,1.069643259048462,0.00025,870,0.0036849668,967.2484298706055,0.2,0.035595703125,-2.9512652188539503,9.684668621048331e-05,452.1728210449219
799,182272,89,227,2.6982512,0.006004750728607178,1.065535545349121,0.00025,880,0.0033158353,1023.6442764282226,0.2,0.01162109375,-2.952840451896191,0.0007248484092997387,519.9119873046875
799,184320,90,230,0.77080065,0.0032235383987426758,1.065173625946045,0.00025,890,0.0012754253,1003.6735992431641,0.2,0.011376953125,-2.9481349378824233,0.00029211011933512055,413.1820373535156
799,186368,91,233,-1.4621242,0.0036766529083251953,1.065050721168518,0.00025,900,0.005942287,1001.2204235076904,0.2,0.04921875,-2.947862039506435,-0.002825386128097307,648.032470703125
799,188416,92,235,1.0457858,0.005731105804443359,1.0657920837402344,0.00025,910,0.0099532325,1005.869649887085,0.2,0.06533203125,-2.946347753703594,0.0010965614274027757,472.1412658691406
799,190464,93,238,8.851391,0.0021059513092041016,1.0611002445220947,0.00025,920,0.005006402,1031.4380477905274,0.2,0.01201171875,-2.94573917388916,-0.0012593440616910812,707.9005737304688
799,192512,94,240,3.329069,0.0051972270011901855,1.066535472869873,0.00025,930,0.004532224,989.1400733947754,0.2,0.065185546875,-2.9438200294971466,-0.00011431897873990238,386.29034423828125
799,194560,95,243,5.0216837,0.003004908561706543,1.0692874193191528,0.00025,940,0.005333641,1001.7224815368652,0.2,0.04873046875,-2.950236141681671,-0.002068244304973632,529.1063842773438
799,196608,96,245,7.389119,0.004158675670623779,1.070864200592041,0.00025,950,0.0044006305,995.7912841796875,0.2,0.035595703125,-2.954257521033287,0.0006109308509621769,554.3645629882812
799,198656,97,248,13.3926325,0.004915177822113037,1.0631117820739746,0.00025,960,0.001272785,1036.469856262207,0.2,0.047021484375,-2.9458864659070967,-0.004139823417062871,629.9193115234375
799,200704,98,250,0.047255993,0.0029213428497314453,1.0626153945922852,0.00025,970,0.003906538,1013.8862911224365,0.2,0.0248046875,-2.9387323051691054,-0.0011567186877073255,597.3189697265625
799,202752,99,253,25.01465,0.0028948187828063965,1.0668021440505981,0.00025,980,0.004533382,1023.5546405792236,0.2,0.060498046875,-2.941879004240036,-0.0032350990164559334,433.6536865234375
799,204800,100,256,2.662865,0.0048261284828186035,1.0684969425201416,0.00025,990,0.0033543073,1062.393392944336,0.2,0.02705078125,-2.9458267986774445,-0.0025299169450590854,385.67510986328125
800,206848,101,258,0.8036313,0.004817068576812744,1.0745757818222046,0.00025,1000,0.007673693,1008.1047737121582,0.2,0.102978515625,-2.949157199263573,0.0014508531516185031,593.1712036132812
799,208896,102,261,-1.6464499,0.004744470119476318,1.0722339153289795,0.00025,1010,0.009037891,1010.6953845977783,0.2,0.06513671875,-2.956782694160938,-0.004167794139357283,392.0965576171875
799,210944,103,263,0.2899981,0.005241870880126953,1.069050908088684,0.00025,1020,0.0025886442,1011.8353763580322,0.2,0.0201171875,-2.9493256166577337,-0.0006902790482854471,418.202880859375
799,212992,104,266,8.107351,0.006751000881195068,1.0665408372879028,0.00025,1030,0.0011081356,1043.1900352478028,0.2,0.018701171875,-2.9470368921756744,-0.0005547441061935388,618.9299926757812
799,215040,105,269,3.1396084,0.0034028291702270508,1.0658897161483765,0.00025,1040,0.0034220587,1023.2531677246094,0.2,0.019140625,-2.9434433415532113,-0.0009622736848541536,595.0370483398438
799,217088,106,271,5.629543,0.005607545375823975,1.063887357711792,0.00025,1050,0.004490632,1020.4668281555175,0.2,0.0548828125,-2.9399411976337433,0.0003840095130726695,533.1390380859375
799,219136,107,274,9.045787,0.006086289882659912,1.0665056705474854,0.00025,1060,0.0053533535,1036.1056232452393,0.2,0.02626953125,-2.937450982630253,-0.00014105275768088176,709.0833129882812
799,221184,108,276,13.011233,0.005803465843200684,1.0667924880981445,0.00025,1070,0.0011521408,1065.0826683044434,0.2,0.03486328125,-2.9409644559025763,-0.002153797425853554,594.267578125
799,223232,109,279,0.19994563,0.004348456859588623,1.0623458623886108,0.00025,1080,0.0051143896,1024.6611705780028,0.2,0.027587890625,-2.9351624265313148,-0.0011535730751347727,570.2857666015625
799,225280,110,281,25.476282,0.006563067436218262,1.0633388757705688,0.00025,1090,0.0031609088,1039.5833908081054,0.2,0.0865234375,-2.9341357827186583,-0.0038795182772446424,551.4693603515625
799,227328,111,284,2.5881088,0.008205533027648926,1.0655759572982788,0.00025,1100,0.0018008422,1070.447172164917,0.2,0.011328125,-2.936246044933796,0.0004962494494975545,381.09765625
799,229376,112,286,0.67965233,0.00593256950378418,1.0654200315475464,0.00025,1110,0.0040329853,1040.4359046936036,0.2,0.0166015625,-2.9390503466129303,0.0004881692613707855,503.7389221191406
799,231424,113,289,-1.6586267,0.007316648960113525,1.0689520835876465,0.00025,1120,0.007997036,1033.5685031890869,0.2,0.07744140625,-2.941970278322697,-0.002346160769229755,556.4237670898438
799,233472,114,291,0.47857225,0.008158624172210693,1.0687748193740845,0.00025,1130,0.0030718835,1027.3261936187744,0.2,0.0197265625,-2.9449305176734923,-0.00015878135309321806,478.417724609375
799,235520,115,294,7.9096885,0.008735120296478271,1.0684725046157837,0.00025,1140,0.0053170985,1037.1108249664308,0.2,0.025537109375,-2.946576176583767,-3.812581853708252e-05,373.7142333984375
799,237568,116,297,3.4473531,0.00812000036239624,1.0693106651306152,0.00025,1150,0.0010250597,995.685527420044,0.2,0.012890625,-2.945813310146332,-0.0008893303776858375,616.3068237304688
799,239616,117,299,6.28519,0.00832521915435791,1.0774431228637695,0.00025,1160,0.0052382196,1004.249057006836,0.2,0.035400390625,-2.9555842742323875,-0.0018043569987639784,483.77337646484375
799,241664,118,302,7.1652017,0.00823974609375,1.0745205879211426,0.00025,1170,0.0038298666,1019.6248291015625,0.2,0.0130859375,-2.9609977930784224,2.4982391914818435e-05,453.7187194824219
799,243712,119,304,13.469384,0.008914649486541748,1.0686042308807373,0.00025,1180,0.0052348077,1035.0049751281738,0.2,0.029296875,-2.951036514341831,-0.0015138468443183228,638.2615966796875
799,245760,120,307,0.054959282,0.006836414337158203,1.0666836500167847,0.00025,1190,0.0034472374,1010.9993663787842,0.2,0.018798828125,-2.944561645388603,0.0006057905105990357,692.236083984375
799,247808,121,310,25.960108,0.005251884460449219,1.0674018859863281,0.00025,1200,0.0045209816,1022.9457637786866,0.2,0.06259765625,-2.942253389954567,0.0003912202068022452,638.1460571289062
799,249856,122,312,2.5853026,0.009065389633178711,1.072042465209961,0.00025,1210,0.0041859113,1046.783343887329,0.2,0.03525390625,-2.9483153626322745,-0.0022740681772120295,623.9376831054688
